new_ecotype_1,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_2,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_3,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_4,rate_gap,rate,mismatch_num,with_gap_mis,new_ecotype_5,rate_gap,rate,mismatch_num,with_gap_mis
S10c13,0.1860236220472441,0.002952755905511811,3,186,S10c13,0.1860236220472441,0.002952755905511811,3,186,S10c13,0.20964566929133857,0.0265748031496063,27,186,S10c13,0.18700787401574803,0.003937007874015748,4,186,S10c13,0.1830708661417323,0.0,0,186
S12b5,0.1860236220472441,0.002952755905511811,3,186,S12b5,0.1860236220472441,0.002952755905511811,3,186,S12b5,0.20964566929133857,0.0265748031496063,27,186,S12b5,0.18700787401574803,0.003937007874015748,4,186,S12b5,0.1830708661417323,0.0,0,186
N12A14,0.18700787401574803,0.003937007874015748,4,186,N12A14,0.18700787401574803,0.003937007874015748,4,186,N12A14,0.2106299212598425,0.027559055118110236,28,186,N12A14,0.18799212598425197,0.004921259842519685,5,186,N12A14,0.18405511811023623,0.000984251968503937,1,186
N16B4,0.18503937007874016,0.001968503937007874,2,186,N16B4,0.18503937007874016,0.001968503937007874,2,186,N16B4,0.20866141732283464,0.025590551181102362,26,186,N16B4,0.1860236220472441,0.002952755905511811,3,186,N16B4,0.18405511811023623,0.000984251968503937,1,186
N16B4(2),0.18503937007874016,0.001968503937007874,2,186,N16B4(2),0.18503937007874016,0.001968503937007874,2,186,N16B4(2),0.20866141732283464,0.025590551181102362,26,186,N16B4(2),0.1860236220472441,0.002952755905511811,3,186,N16B4(2),0.18405511811023623,0.000984251968503937,1,186
N16B4(3),0.18503937007874016,0.001968503937007874,2,186,N16B4(3),0.18503937007874016,0.001968503937007874,2,186,N16B4(3),0.20866141732283464,0.025590551181102362,26,186,N16B4(3),0.1860236220472441,0.002952755905511811,3,186,N16B4(3),0.18405511811023623,0.000984251968503937,1,186
S13c7F,0.18700787401574803,0.003937007874015748,4,186,S13c7F,0.18700787401574803,0.003937007874015748,4,186,S13c7F,0.2106299212598425,0.027559055118110236,28,186,S13c7F,0.18799212598425197,0.004921259842519685,5,186,S13c7F,0.18405511811023623,0.000984251968503937,1,186
S13C2f,0.1830708661417323,0.0,0,186,S13C2f,0.18503937007874016,0.001968503937007874,2,186,S13C2f,0.20866141732283464,0.025590551181102362,26,186,S13C2f,0.1860236220472441,0.002952755905511811,3,186,S13C2f,0.1860236220472441,0.002952755905511811,3,186
S13C2f(2),0.1830708661417323,0.0,0,186,S13C2f(2),0.18503937007874016,0.001968503937007874,2,186,S13C2f(2),0.20866141732283464,0.025590551181102362,26,186,S13C2f(2),0.1860236220472441,0.002952755905511811,3,186,S13C2f(2),0.1860236220472441,0.002952755905511811,3,186
S13c6,0.1830708661417323,0.0,0,186,S13c6,0.18503937007874016,0.001968503937007874,2,186,S13c6,0.20866141732283464,0.025590551181102362,26,186,S13c6,0.1860236220472441,0.002952755905511811,3,186,S13c6,0.1860236220472441,0.002952755905511811,3,186
M16B5,0.1830708661417323,0.0,0,186,M16B5,0.18503937007874016,0.001968503937007874,2,186,M16B5,0.20866141732283464,0.025590551181102362,26,186,M16B5,0.1860236220472441,0.002952755905511811,3,186,M16B5,0.1860236220472441,0.002952755905511811,3,186
N9B28,0.18405511811023623,0.000984251968503937,1,186,N9B28,0.18405511811023623,0.000984251968503937,1,186,N9B28,0.2076771653543307,0.024606299212598427,25,186,N9B28,0.18503937007874016,0.001968503937007874,2,186,N9B28,0.18503937007874016,0.001968503937007874,2,186
S12c6,0.18700787401574803,0.002952755905511811,3,187,S12c6,0.18700787401574803,0.002952755905511811,3,187,S12c6,0.2106299212598425,0.0265748031496063,27,187,S12c6,0.18799212598425197,0.003937007874015748,4,187,S12c6,0.18405511811023623,0.0,0,187
N19A14,0.18700787401574803,0.002952755905511811,3,187,N19A14,0.18700787401574803,0.002952755905511811,3,187,N19A14,0.2106299212598425,0.0265748031496063,27,187,N19A14,0.18799212598425197,0.003937007874015748,4,187,N19A14,0.18405511811023623,0.0,0,187
N15A7,0.18700787401574803,0.002952755905511811,3,187,N15A7,0.18700787401574803,0.002952755905511811,3,187,N15A7,0.2106299212598425,0.0265748031496063,27,187,N15A7,0.18799212598425197,0.003937007874015748,4,187,N15A7,0.18405511811023623,0.0,0,187
N9A10,0.18799212598425197,0.003937007874015748,4,187,N9A10,0.18799212598425197,0.003937007874015748,4,187,N9A10,0.21161417322834647,0.027559055118110236,28,187,N9A10,0.1889763779527559,0.004921259842519685,5,187,N9A10,0.18503937007874016,0.000984251968503937,1,187
M8B8,0.18503937007874016,0.000984251968503937,1,187,M8B8,0.18503937007874016,0.000984251968503937,1,187,M8B8,0.20866141732283464,0.024606299212598427,25,187,M8B8,0.1860236220472441,0.001968503937007874,2,187,M8B8,0.1860236220472441,0.001968503937007874,2,187
S12c2,0.1860236220472441,0.000984251968503937,1,188,S12c2,0.1860236220472441,0.000984251968503937,1,188,S12c2,0.2106299212598425,0.025590551181102362,26,188,S12c2,0.18700787401574803,0.001968503937007874,2,188,S12c2,0.1889763779527559,0.003937007874015748,4,188
M8B10,0.18503937007874016,0.0,0,188,M8B10,0.18700787401574803,0.001968503937007874,2,188,M8B10,0.2106299212598425,0.025590551181102362,26,188,M8B10,0.18799212598425197,0.002952755905511811,3,188,M8B10,0.18799212598425197,0.002952755905511811,3,188
M8B10(2),0.18503937007874016,0.0,0,188,M8B10(2),0.18700787401574803,0.001968503937007874,2,188,M8B10(2),0.2106299212598425,0.025590551181102362,26,188,M8B10(2),0.18799212598425197,0.002952755905511811,3,188,M8B10(2),0.18799212598425197,0.002952755905511811,3,188
22a3,0.1889763779527559,0.003937007874015748,4,188,22a3,0.1889763779527559,0.003937007874015748,4,188,22a3,0.2125984251968504,0.027559055118110236,28,188,22a3,0.18996062992125984,0.004921259842519685,5,188,22a3,0.1860236220472441,0.000984251968503937,1,188
22a3(2),0.1889763779527559,0.003937007874015748,4,188,22a3(2),0.1889763779527559,0.003937007874015748,4,188,22a3(2),0.2125984251968504,0.027559055118110236,28,188,22a3(2),0.18996062992125984,0.004921259842519685,5,188,22a3(2),0.1860236220472441,0.000984251968503937,1,188
S18c10,0.18799212598425197,0.002952755905511811,3,188,S18c10,0.18799212598425197,0.002952755905511811,3,188,S18c10,0.21161417322834647,0.0265748031496063,27,188,S18c10,0.1889763779527559,0.003937007874015748,4,188,S18c10,0.18503937007874016,0.0,0,188
N18A17,0.18700787401574803,0.0,0,190,N18A17,0.1889763779527559,0.001968503937007874,2,190,N18A17,0.2125984251968504,0.025590551181102362,26,190,N18A17,0.18996062992125984,0.002952755905511811,3,190,N18A17,0.18996062992125984,0.002952755905511811,3,190
S11b2,0.18996062992125984,0.003937007874015748,4,189,S11b2,0.18996062992125984,0.003937007874015748,4,189,S11b2,0.21358267716535434,0.027559055118110236,28,189,S11b2,0.19094488188976377,0.004921259842519685,5,189,S11b2,0.18700787401574803,0.000984251968503937,1,189
N9C8,0.15846456692913385,0.001968503937007874,2,159,N9C8,0.15649606299212598,0.0,0,159,N9C8,0.18208661417322836,0.025590551181102362,26,159,N9C8,0.15748031496062992,0.000984251968503937,1,159,N9C8,0.1594488188976378,0.002952755905511811,3,159
N9A6,0.15649606299212598,0.0,0,159,N9A6,0.15846456692913385,0.001968503937007874,2,159,N9A6,0.1830708661417323,0.0265748031496063,27,159,N9A6,0.1594488188976378,0.002952755905511811,3,159,N9A6,0.1594488188976378,0.002952755905511811,3,159
N9A6(2),0.15649606299212598,0.0,0,159,N9A6(2),0.15846456692913385,0.001968503937007874,2,159,N9A6(2),0.1830708661417323,0.0265748031496063,27,159,N9A6(2),0.1594488188976378,0.002952755905511811,3,159,N9A6(2),0.1594488188976378,0.002952755905511811,3,159
N9A6(3),0.15649606299212598,0.0,0,159,N9A6(3),0.15846456692913385,0.001968503937007874,2,159,N9A6(3),0.1830708661417323,0.0265748031496063,27,159,N9A6(3),0.1594488188976378,0.002952755905511811,3,159,N9A6(3),0.1594488188976378,0.002952755905511811,3,159
N19A13,0.1594488188976378,0.002952755905511811,3,159,N19A13,0.1594488188976378,0.002952755905511811,3,159,N19A13,0.18405511811023623,0.027559055118110236,28,159,N19A13,0.16043307086614172,0.003937007874015748,4,159,N19A13,0.15649606299212598,0.0,0,159
S13b2,0.1594488188976378,0.002952755905511811,3,159,S13b2,0.1594488188976378,0.002952755905511811,3,159,S13b2,0.18405511811023623,0.027559055118110236,28,159,S13b2,0.16043307086614172,0.003937007874015748,4,159,S13b2,0.15649606299212598,0.0,0,159
93x2,0.1594488188976378,0.002952755905511811,3,159,93x2,0.1594488188976378,0.002952755905511811,3,159,93x2,0.18405511811023623,0.027559055118110236,28,159,93x2,0.16043307086614172,0.003937007874015748,4,159,93x2,0.15649606299212598,0.0,0,159
T4c8,0.1594488188976378,0.002952755905511811,3,159,T4c8,0.1594488188976378,0.002952755905511811,3,159,T4c8,0.18405511811023623,0.027559055118110236,28,159,T4c8,0.16043307086614172,0.003937007874015748,4,159,T4c8,0.15649606299212598,0.0,0,159
T4c8(2),0.1594488188976378,0.002952755905511811,3,159,T4c8(2),0.1594488188976378,0.002952755905511811,3,159,T4c8(2),0.18405511811023623,0.027559055118110236,28,159,T4c8(2),0.16043307086614172,0.003937007874015748,4,159,T4c8(2),0.15649606299212598,0.0,0,159
T10C12,0.1594488188976378,0.002952755905511811,3,159,T10C12,0.1594488188976378,0.002952755905511811,3,159,T10C12,0.18405511811023623,0.027559055118110236,28,159,T10C12,0.16043307086614172,0.003937007874015748,4,159,T10C12,0.15649606299212598,0.0,0,159
N9C19,0.15846456692913385,0.001968503937007874,2,159,N9C19,0.15846456692913385,0.001968503937007874,2,159,N9C19,0.1830708661417323,0.0265748031496063,27,159,N9C19,0.1594488188976378,0.002952755905511811,3,159,N9C19,0.15748031496062992,0.000984251968503937,1,159
N19A17,0.15846456692913385,0.001968503937007874,2,159,N19A17,0.15649606299212598,0.0,0,159,N19A17,0.18208661417322836,0.025590551181102362,26,159,N19A17,0.15748031496062992,0.000984251968503937,1,159,N19A17,0.1594488188976378,0.002952755905511811,3,159
N12A10,0.15846456692913385,0.001968503937007874,2,159,N12A10,0.15649606299212598,0.0,0,159,N12A10,0.18208661417322836,0.025590551181102362,26,159,N12A10,0.15748031496062992,0.000984251968503937,1,159,N12A10,0.1594488188976378,0.002952755905511811,3,159
N12A10(2),0.15846456692913385,0.001968503937007874,2,159,N12A10(2),0.15649606299212598,0.0,0,159,N12A10(2),0.18208661417322836,0.025590551181102362,26,159,N12A10(2),0.15748031496062992,0.000984251968503937,1,159,N12A10(2),0.1594488188976378,0.002952755905511811,3,159
N10B1,0.15846456692913385,0.001968503937007874,2,159,N10B1,0.15846456692913385,0.001968503937007874,2,159,N10B1,0.1830708661417323,0.0265748031496063,27,159,N10B1,0.1594488188976378,0.002952755905511811,3,159,N10B1,0.15748031496062992,0.000984251968503937,1,159
M10C8,0.15846456692913385,0.001968503937007874,2,159,M10C8,0.15846456692913385,0.001968503937007874,2,159,M10C8,0.1830708661417323,0.0265748031496063,27,159,M10C8,0.1594488188976378,0.002952755905511811,3,159,M10C8,0.15748031496062992,0.000984251968503937,1,159
N19A2,0.1594488188976378,0.001968503937007874,2,160,N19A2,0.1594488188976378,0.001968503937007874,2,160,N19A2,0.18405511811023623,0.0265748031496063,27,160,N19A2,0.16043307086614172,0.002952755905511811,3,160,N19A2,0.15846456692913385,0.000984251968503937,1,160
S8B3,0.15846456692913385,0.001968503937007874,2,159,S8B3,0.15846456692913385,0.001968503937007874,2,159,S8B3,0.1830708661417323,0.0265748031496063,27,159,S8B3,0.1594488188976378,0.002952755905511811,3,159,S8B3,0.15748031496062992,0.000984251968503937,1,159
S8B3(2),0.15846456692913385,0.001968503937007874,2,159,S8B3(2),0.15846456692913385,0.001968503937007874,2,159,S8B3(2),0.1830708661417323,0.0265748031496063,27,159,S8B3(2),0.1594488188976378,0.002952755905511811,3,159,S8B3(2),0.15748031496062992,0.000984251968503937,1,159
S8B3(3),0.15846456692913385,0.001968503937007874,2,159,S8B3(3),0.15846456692913385,0.001968503937007874,2,159,S8B3(3),0.1830708661417323,0.0265748031496063,27,159,S8B3(3),0.1594488188976378,0.002952755905511811,3,159,S8B3(3),0.15748031496062992,0.000984251968503937,1,159
N9A14,0.15846456692913385,0.001968503937007874,2,159,N9A14,0.15846456692913385,0.001968503937007874,2,159,N9A14,0.1830708661417323,0.0265748031496063,27,159,N9A14,0.1594488188976378,0.002952755905511811,3,159,N9A14,0.15748031496062992,0.000984251968503937,1,159
93x2(2),0.1594488188976378,0.002952755905511811,3,159,93x2(2),0.1594488188976378,0.002952755905511811,3,159,93x2(2),0.18405511811023623,0.027559055118110236,28,159,93x2(2),0.16043307086614172,0.003937007874015748,4,159,93x2(2),0.15649606299212598,0.0,0,159
N5A1,0.1594488188976378,0.002952755905511811,3,159,N5A1,0.1594488188976378,0.002952755905511811,3,159,N5A1,0.18405511811023623,0.027559055118110236,28,159,N5A1,0.16043307086614172,0.003937007874015748,4,159,N5A1,0.15649606299212598,0.0,0,159
N5A1(2),0.1594488188976378,0.002952755905511811,3,159,N5A1(2),0.1594488188976378,0.002952755905511811,3,159,N5A1(2),0.18405511811023623,0.027559055118110236,28,159,N5A1(2),0.16043307086614172,0.003937007874015748,4,159,N5A1(2),0.15649606299212598,0.0,0,159
N2A5,0.1594488188976378,0.002952755905511811,3,159,N2A5,0.1594488188976378,0.002952755905511811,3,159,N2A5,0.18405511811023623,0.027559055118110236,28,159,N2A5,0.16043307086614172,0.003937007874015748,4,159,N2A5,0.15649606299212598,0.0,0,159
N2A5(2),0.1594488188976378,0.002952755905511811,3,159,N2A5(2),0.1594488188976378,0.002952755905511811,3,159,N2A5(2),0.18405511811023623,0.027559055118110236,28,159,N2A5(2),0.16043307086614172,0.003937007874015748,4,159,N2A5(2),0.15649606299212598,0.0,0,159
S11c11,0.1594488188976378,0.002952755905511811,3,159,S11c11,0.1594488188976378,0.002952755905511811,3,159,S11c11,0.18405511811023623,0.027559055118110236,28,159,S11c11,0.16043307086614172,0.003937007874015748,4,159,S11c11,0.15649606299212598,0.0,0,159
N5B3,0.15748031496062992,0.000984251968503937,1,159,N5B3,0.15748031496062992,0.000984251968503937,1,159,N5B3,0.18208661417322836,0.025590551181102362,26,159,N5B3,0.15846456692913385,0.001968503937007874,2,159,N5B3,0.15846456692913385,0.001968503937007874,2,159
98x1,0.1594488188976378,0.002952755905511811,3,159,98x1,0.1594488188976378,0.002952755905511811,3,159,98x1,0.18405511811023623,0.027559055118110236,28,159,98x1,0.16043307086614172,0.003937007874015748,4,159,98x1,0.15649606299212598,0.0,0,159
M16B3,0.1594488188976378,0.002952755905511811,3,159,M16B3,0.1594488188976378,0.002952755905511811,3,159,M16B3,0.18405511811023623,0.027559055118110236,28,159,M16B3,0.16043307086614172,0.003937007874015748,4,159,M16B3,0.15649606299212598,0.0,0,159
M16B3(2),0.1594488188976378,0.002952755905511811,3,159,M16B3(2),0.1594488188976378,0.002952755905511811,3,159,M16B3(2),0.18405511811023623,0.027559055118110236,28,159,M16B3(2),0.16043307086614172,0.003937007874015748,4,159,M16B3(2),0.15649606299212598,0.0,0,159
N13C9,0.15846456692913385,0.001968503937007874,2,159,N13C9,0.15846456692913385,0.001968503937007874,2,159,N13C9,0.1830708661417323,0.0265748031496063,27,159,N13C9,0.1594488188976378,0.002952755905511811,3,159,N13C9,0.15748031496062992,0.000984251968503937,1,159
N9A4,0.15846456692913385,0.001968503937007874,2,159,N9A4,0.15846456692913385,0.001968503937007874,2,159,N9A4,0.1830708661417323,0.0265748031496063,27,159,N9A4,0.1594488188976378,0.002952755905511811,3,159,N9A4,0.15748031496062992,0.000984251968503937,1,159
N9A4(2),0.15846456692913385,0.001968503937007874,2,159,N9A4(2),0.15846456692913385,0.001968503937007874,2,159,N9A4(2),0.1830708661417323,0.0265748031496063,27,159,N9A4(2),0.1594488188976378,0.002952755905511811,3,159,N9A4(2),0.15748031496062992,0.000984251968503937,1,159
97x2,0.15846456692913385,0.001968503937007874,2,159,97x2,0.15846456692913385,0.001968503937007874,2,159,97x2,0.1830708661417323,0.0265748031496063,27,159,97x2,0.1594488188976378,0.002952755905511811,3,159,97x2,0.15748031496062992,0.000984251968503937,1,159
97x2(2),0.15846456692913385,0.001968503937007874,2,159,97x2(2),0.15846456692913385,0.001968503937007874,2,159,97x2(2),0.1830708661417323,0.0265748031496063,27,159,97x2(2),0.1594488188976378,0.002952755905511811,3,159,97x2(2),0.15748031496062992,0.000984251968503937,1,159
N9B1,0.15846456692913385,0.001968503937007874,2,159,N9B1,0.15846456692913385,0.001968503937007874,2,159,N9B1,0.1830708661417323,0.0265748031496063,27,159,N9B1,0.1594488188976378,0.002952755905511811,3,159,N9B1,0.15748031496062992,0.000984251968503937,1,159
N9B1(2),0.15846456692913385,0.001968503937007874,2,159,N9B1(2),0.15846456692913385,0.001968503937007874,2,159,N9B1(2),0.1830708661417323,0.0265748031496063,27,159,N9B1(2),0.1594488188976378,0.002952755905511811,3,159,N9B1(2),0.15748031496062992,0.000984251968503937,1,159
