gene_name,avg_mismatch_rate,ecotype_size
opuAB,0.005966123,17
group_5891,0.010038333,8
cysK_1,0.010249705,1
sucC,0.003899044,1
ywqE,0.011982146,10
garD,0.008705279,8
qcrB,0.005235433,13
lipL,0.011869055,1
kipR,0.011275002,8
dusB,0.012477803,8
actP,0.012502678,1
ahpC_2,0.004304885,1
cotSA,0.014786404,1
group_6778,0.001492655,9
group_2522,0.015993253,8
spo0B,0.007046363,7
yheS,0.007994467,8
yheD,0.011106311,8
yqgN,0.009760117,7
ssbA,0.004540205,11
group_7659,0.011991803,1
cysP,0.009263805,11
mbl,0.002666203,7
tdh_1,0.006638139,7
group_7842,0.011126876,11
dpaB,0.005390566,1
nrgA,0.006791539,11
ydjP,0.009722779,7
yycB_2,0.010149276,8
dacA,0.007318245,8
yknW,0.01257177,8
pyrK,0.008394195,12
cheA,0.005288448,7
coaX,0.004084062,8
ywqD,0.008571258,8
group_6341,0.010624018,1
znuC,0.00660705,9
tuaC,0.011581441,8
mhqA,0.01417869,9
purQ,0.00698205,11
rocC_1,0.00856728,8
purD,0.009880329,8
nhaC,0.008866245,7
group_5851,0.008901707,9
mshA,0.011709839,8
opuAA,0.004026268,7
ywqF,0.009028811,1
cheC,0.007891171,8
epsM,0.014210475,8
ykoF,0.009650019,8
glcT,0.006068998,7
ahpC_1,0.00248319,9
rluD_1,0.008775133,8
group_6753,0.009124022,9
pccB_2,0.011366736,8
gltR_3,0.009530654,8
yhfK,0.008267224,8
mta_1,0.01240536,10
deoD,0.008026025,11
group_6592,0.005808622,1
scmP_1,0.011914387,8
pip_1,0.012895814,1
emrY,0.005554206,7
feuB_2,0.012389852,8
rpoN,0.01255697,8
tdh_2,0.005795099,1
bceA,0.006777208,8
dpaA,0.009806079,1
folP,0.008744096,8
group_5273,0.004873934,8
hmuU,0.011284367,1
sapB_1,0.005184797,8
yknY_1,0.007308468,1
glcU,0.006924159,8
acuA,0.008502399,7
rmlD,0.008911337,1
speE,0.00384133,8
pyrH,0.002551667,1
epsL,0.008924874,8
sigO,0.009684986,7
egsA,0.010838445,7
lgt,0.008617532,8
group_5111,0.011274876,1
alkH,0.015353274,8
yxdL_2,0.020846961,8
ispE,0.004045559,8
putB,0.00717578,7
yycJ,0.004905293,8
pepA,0.006096722,8
group_5638,0.005535301,8
group_5604,0.010393128,1
prfA,0.007318734,8
group_7577,0.004812556,8
mrpA,0.009122279,8
gldA,0.010450485,7
pchA,0.006414382,8
fadD,0.008551428,8
group_4888,0.004500805,8
group_7832,0.009000574,8
btuF,0.010386238,8
mdh,0.005083547,8
group_5764,0.009930895,8
sigW_2,0.006721015,8
uvrC_2,0.00530973,8
pdxK,0.012249821,8
soj,0.004264133,8
amiF,0.005202188,8
glnQ_2,0.009093301,8
tdk,0.007294941,9
oppD_2,0.008463435,8
group_4679,0.005440047,8
bacC_2,0.012291342,8
fadR,0.005308522,1
group_5201,0.00897008,10
wprA_2,0.009334351,9
atpF,0.004622777,1
mutY,0.007555218,8
cdaR_1,0.012950806,1
hutU,0.006470465,8
ccpN,0.005662279,8
rfbB,0.00960024,9
ypdF,0.009488628,1
ftsW_2,0.005183862,1
gutB_1,0.020802563,8
lplD,0.011406212,8
gspA,0.008628057,7
group_7789,0.006233289,8
group_5834,0.008368565,9
yycI,0.008708143,8
copA,0.011140208,8
hisB,0.009980665,1
cysL_1,0.007414669,9
psd,0.00752594,8
csbB,0.006933685,9
ido,0.012924269,8
cdaR_3,0.008553996,8
ccsA_2,0.00268444,8
atpD,0.004054842,1
kdsB,0.013999698,8
ruvB_1,0.008170766,1
group_4492,0.008304152,8
yxeI,0.008895255,1
group_9175,0.013122261,8
thrC,0.00696002,8
yqbD,0.007541588,8
prsA2,0.006497912,8
liaR_1,0.011176229,8
padC,0.009176535,10
glpP,0.007967741,7
asbF,0.011855819,8
lacC,0.007071852,7
sigW_1,0.008116613,1
glpF,0.002802317,8
yvdT,0.00574683,1
glnQ_1,0.00831856,8
ycsE,0.006781781,7
folE2,0.008634282,9
pbuE_1,0.015930491,7
bacC_1,0.019447741,8
oppD_1,0.006312149,8
ydaF,0.012018599,9
ybiT_3,0.006981276,8
ythB,0.008272349,7
mutM,0.006032767,1
group_4685,0.014979342,14
cdaR_2,0.009961347,1
ntaA,0.007848914,8
group_4732,0.007559718,8
ecfA1,0.004952569,20
group_6694,0.017054262,1
ftsW_1,0.008753834,7
group_14347,0.006612375,7
putR_1,0.007703178,8
gamA,0.014058258,1
spoIISA,0.009336057,7
ispG,0.005905248,8
group_5819,0.01091015,10
yknZ_2,0.004743234,8
gamR_1,0.001195389,1
liaF,0.00727755,8
dapB,0.010381394,8
hisG,0.010913538,7
rsmE,0.008554165,8
group_4939,0.010342669,8
pel,0.01176566,8
iolA_2,0.005990825,8
ybbH,0.011361472,7
adc,0.009355609,8
uppS,0.004135262,1
hom,0.006953665,1
bdhA,0.009771372,16
thiL,0.00994216,7
csh,0.008015491,7
dgdA,0.007198007,1
pxpA,0.0109517,1
stp,0.009593226,8
yfmT,0.006394562,8
yhaX,0.008851363,8
group_5945,0.005647599,8
gerAA_1,0.010136569,8
glpT,0.008921176,8
ytrI,0.006580913,10
group_5788,0.010714317,1
strE_2,0.013040659,16
pstC,0.008357851,8
nrtC,0.008612917,8
group_5549,0.007138652,8
thiM,0.012632771,1
kdgT,0.009308914,8
ftsE,0.002406637,7
dppB_1,0.006163678,1
spoIIGA,0.006827486,1
yisK,0.006194414,1
yknX_1,0.008732671,1
rsmD,0.008657488,8
ykqA,0.010033848,1
pksE,0.008986762,1
hisF,0.014405945,8
prs,0.006745203,8
iolJ,0.011553649,8
nfrA1,0.00622655,8
feuC_2,0.015668828,8
pycA,0.005469145,8
dapH_2,0.007280684,14
bglH,0.009374547,1
group_14383,0.007052401,8
thiO_1,0.012687656,8
gamR_2,0.007896035,9
rapA_1,0.007664316,9
rfbF,0.007915264,8
hisS,0.005687993,7
pksG,0.006833187,8
bioK,0.008029242,8
glsA1,0.009743365,8
hisD,0.017056858,8
iolA_1,0.013144418,8
icaB,0.008001089,7
spoIIIAH,0.003816477,1
cwlK,0.006903551,9
dltD,0.005361598,1
fadA,0.007337599,7
mggB,0.011034443,8
group_4899,0.007006165,8
pxpB,0.008041682,8
ydbM,0.011948355,7
yxeO,0.008582062,1
group_7837,0.009748433,7
ngcG,0.008871578,8
yvdD,0.014590433,7
gerAA_2,0.009715264,1
inhA,0.007880814,8
ngcF,0.010229677,8
cysH_2,0.01317544,9
pxpC,0.010510528,7
thiN,0.006209099,8
group_4697,0.008823441,9
yjcG,0.007318948,1
gerPC,0.008756561,8
dppB_2,0.007415621,8
yknX_2,0.00931178,8
group_8873,0.003942516,9
thyA2,0.007576157,8
buk2,0.006771438,8
hutG,0.008706797,9
hisE,0.012936555,1
srlR_1,0.006792542,8
yigZ,0.003643719,8
pbuO,0.004698324,8
group_2184,0.011619604,8
yfiZ_2,0.007933932,8
rsuA,0.010843792,7
ywlC,0.007259953,8
prpE,0.009921242,8
mmgE,0.009637736,8
pnoA,0.011730388,8
group_14358,0.00804834,1
group_9037,0.005216216,1
group_2610,0.012886509,7
iolD,0.008724555,8
group_6338,0.010737405,1
hisH,0.009462814,8
pdp,0.009654086,8
nos,0.006361275,1
glgD,0.009226026,8
group_6714,0.005948179,1
group_5547,0.00885544,7
yceC,0.002620361,7
nudF,0.003660428,1
sdhC,0.004144796,7
lrp_1,0.003895487,1
nupC,0.008342711,9
degV,0.004912826,1
asd,0.005653316,7
mntP,0.006915,1
ytrF,0.005711591,7
sdhB,0.007941438,8
yxeB,0.008149644,9
clpP_1,0.003497962,1
ycdF,0.006819728,7
yodF_3,0.011862494,8
parE,0.006348134,8
dnaJ,0.008307097,8
group_6891,0.009507516,8
group_1898,0.01153503,7
spo0A_2,0.008221082,8
group_5624,0.008012821,7
gabD,0.007107825,8
group_5630,0.009421828,8
bioF,0.011230452,8
hisI,0.012393188,15
group_6488,0.011183687,8
liaH,0.007710212,1
abn2,0.063374397,1
dprE1,0.007329137,8
mmgF,0.008482166,7
qoxC,0.003463135,8
leuB,0.007583645,1
group_7757,0.008023386,8
hisK,0.008030101,1
argB,0.008162287,8
scoB_1,0.009589745,8
gdh_2,0.005539988,8
benM,0.010739755,8
cwlD,0.009042955,8
yjbM,0.007742218,8
ftsH,0.003922732,8
mnmG,0.008795037,8
yfmO,0.006998829,8
yhbO,0.006024636,8
fabHA,0.004793196,8
group_9168,0.006692144,8
group_4458,0.008519141,1
ytrE,0.007182509,1
sdhA,0.007709257,8
group_7805,0.016521564,7
pdaC,0.006937364,1
clpP_2,0.014046707,8
bsdB,0.006732444,1
ychF,0.006840732,1
yvqK,0.012610705,1
nagR_1,0.009616493,7
yuaD,0.010324336,1
mmsB,0.014678759,8
est,0.002657882,8
group_8868,0.007580011,8
group_7583,0.005459236,9
spo0A_1,0.008150041,8
dhbC,0.008358976,8
hutH,0.011972598,1
argC,0.012770483,8
pksI,0.01063173,1
fadD3,0.009207381,8
yheD_2,0.005580998,8
rodA,0.007087402,7
group_5838,0.008404156,1
mmgC,0.006873785,8
capB,0.003038106,1
iolB,0.012360308,1
tyrS,0.008592109,8
group_5637,0.003277773,9
gabT,0.010077549,1
frdB,0.006163847,8
ydbD_1,0.005789057,8
pomA_2,0.010525227,8
group_6672,0.007850943,1
btr,0.011855344,1
ywaD_1,0.009860138,10
glgB,0.010638509,8
sacX_1,0.010824206,8
tcyC,0.005232382,8
group_6048,0.011558296,7
group_7430,0.009371001,8
thiE,0.015052962,8
group_6712,0.007877555,10
spoVB,0.00841568,1
yedA_1,0.006442348,1
glpK,0.005414724,8
phoA,0.012386456,8
group_3468,0.01459918,8
pdxS,0.003885304,8
htrA_1,0.008327917,8
acdA,0.008159802,8
licC_2,0.009182715,8
mntA,0.012550388,8
dbpA_2,0.016032094,1
dcuR_2,0.010725993,7
ruvA,0.004787674,7
yhaP,0.005605577,8
ycfH,0.009780628,1
group_3657,0.013993251,7
tpa,0.007976331,8
rlmI,0.011599824,8
glgC,0.012079981,1
group_4689,0.013746928,8
rsbU,0.00845363,1
bioD1,0.016324666,1
group_8845,0.009922715,8
pgsA,0.007269921,7
group_7586,0.002239168,10
rfuD,0.017345559,8
iolT,0.010485527,8
bioW,0.007034855,8
dmsA_1,0.01195807,8
ywaC,0.006498065,8
ung,0.007870702,1
msmE,0.010962228,1
group_5193,0.006416636,7
namA,0.005972789,8
mmgB,0.005255976,7
bicA,0.009566212,8
capA,0.004904707,8
hprK,0.007338481,7
hisZ,0.012619313,9
group_6467,0.012427559,8
group_6473,0.007654706,8
ydbD_2,0.007350996,8
ykfC,0.015662048,1
pomA_1,0.004150168,8
ylmB,0.011141282,8
tuaD_1,0.008126373,9
yjbK,0.015872773,7
ulaA,0.01304987,11
group_8927,0.004311677,8
fadH,0.004300021,7
tetA_1,0.007342548,1
group_5967,0.006042784,1
pheT_2,0.007477427,9
rsbRD_2,0.011625786,8
dinG_1,0.003799254,8
rsbRD_3,0.010073606,8
mntB,0.008212094,8
group_3442,0.010935986,1
sotB,0.010542454,1
dnaA_2,0.006170347,1
epi_1,0.009949969,8
group_4113,0.014089824,8
dpp5_2,0.011902575,1
ftsX,0.005328357,8
group_6923,0.005295872,1
pucF,0.013281235,8
group_4729,0.006978106,8
ykfB,0.010412475,8
uvsE,0.011401741,1
uvrA,0.00678751,8
dhbE,0.009604401,8
cstA,0.007225068,8
group_9033,0.00737178,8
group_3250,0.008376851,7
group_3522,0.010171907,7
spoIIE,0.007681228,10
mmgA,0.006695971,9
group_5849,0.008130477,8
mtnK,0.009121666,8
ygcS,0.007923735,8
cdgJ,0.005352903,8
ansA,0.004298003,8
mcbR,0.012038683,1
coaA,0.007700084,1
rsiV,0.005883114,8
murAB,0.007604246,8
group_5493,0.008782105,9
narG,0.014294898,9
ywsB,0.009578138,9
yitU,0.006738519,10
cynR_1,0.011091981,8
yclO,0.006579046,1
khtU,0.00600255,7
dinB_2,0.008104294,8
group_5518,0.013719808,8
spo0M,0.010577235,7
rsfA_2,0.004806258,7
yfkO,0.008167369,8
lutR_2,0.006092391,1
comEA,0.013463931,1
hpt,0.000914806,8
rnhC,0.007163279,9
paaF,0.007996338,7
gerBC_2,0.013167622,8
yqeH,0.006315406,7
yhdN,0.008659435,8
group_7695,0.013486139,8
menA,0.006741762,8
tam,0.007101938,8
gntR,0.010087386,7
srtD_2,0.014282717,8
group_7483,0.004687577,8
fgd,0.006780661,7
yclN,0.00492145,9
cydA,0.011150027,7
mltG_2,0.009424876,1
comC,0.02140554,9
gapB,0.006785828,8
group_6831,0.004200335,8
rsiW,0.005379475,8
ygaZ,0.008783506,1
sirB,0.012174676,7
cotA,0.009527664,8
lpd3,0.010511966,8
ywdJ,0.010090437,8
bcrA_2,0.008427929,1
pglF,0.006748779,8
arlS,0.013711769,1
group_9080,0.004208825,8
cimH_2,0.011790288,8
mccB,0.006961171,1
pbp,0.009811397,12
dctP,0.008700608,8
rsgI,0.008411701,8
entB,0.009306703,8
ydjF_1,0.008701926,8
murQ,0.010071922,1
hxlA,0.007980934,8
glnK,0.009655015,7
group_5533,0.006536185,8
gerBA_2,0.008106648,8
trpD_1,0.011537666,1
murJ_2,0.009250851,8
gabP_1,0.009587577,9
yhdL,0.007189798,8
group_4374,0.013993683,1
yheI,0.009642571,1
pfkA,0.005355742,8
rpoA,0.00212808,8
yfkM,0.002502208,7
gerM,0.006912802,8
murG,0.007589305,1
cydB,0.006489484,8
oleD_1,0.004828184,1
yecS,0.007172613,8
upp,0.004634653,8
arnC_1,0.006166829,8
gapA,0.003740926,8
graR_2,0.006412844,1
spoIVB,0.004933666,8
group_6359,0.004274086,8
rnmV_2,0.006701993,8
yngG,0.012587529,8
sbnD,0.005463441,12
rocF,0.009991727,8
coxA,0.006010673,8
aroK,0.005956204,8
purN,0.016336135,1
group_5873,0.015106979,7
besA,0.00959385,8
iolS_1,0.010746292,9
group_6349,0.010431736,8
rnc,0.002234772,8
sigD,0.002894824,1
epsG,0.006960026,8
sacY_2,0.006165657,8
group_5324,0.008766236,9
ldh_2,0.00623302,1
icd,0.004481464,1
glmU,0.004547279,8
group_8760,0.007845093,8
etfB,0.005022028,8
rbsB,0.008869104,8
avtA,0.013863309,1
estA,0.007128462,7
bcrC,0.006728413,9
gerAB,0.010552345,8
cypC,0.011730221,1
cotH_2,0.014333364,13
gerAC,0.011562986,8
rbsC,0.010502156,8
glyQ,0.006334597,9
obg,0.006064187,8
gntT,0.009051333,9
group_7452,0.007664008,8
spo0J,0.00709649,8
bmr3_2,0.012668371,7
group_5286,0.006553485,10
focB,0.006869051,1
yndE_1,0.007745392,1
lytG,0.005567948,8
alsS,0.006708725,8
pcp,0.013728607,7
sigE,0.006678477,7
group_9047,0.010107696,8
chrA,0.012037495,8
nagA,0.011415409,7
yceD_2,0.006098792,8
mtlD,0.012487843,7
group_7917,0.008154176,7
mtnN,0.005308304,7
hemE,0.006833796,1
group_7732,0.007275083,11
araP,0.004915753,16
epsD,0.011258876,8
cmk_1,0.012241696,7
moaA,0.008157904,7
manA,0.007965874,1
sacY_1,0.004963649,8
patB,0.012257813,8
group_1960,0.016856788,1
ssuB,0.010343131,8
etfA,0.009998281,8
tmpC,0.005783957,8
rbsA,0.007381229,1
yhgF,0.007961731,1
citT,0.012185783,8
tmk,0.005193627,1
cotH_1,0.007227626,8
group_4400,0.005752583,7
tatC1,0.006937571,8
pheT,0.007119976,7
clsB,0.016139241,7
ydjZ,0.008377442,8
yndE_2,0.009732127,19
group_4986,0.009405331,1
group_6808,0.008112961,8
priA_1,0.008053117,7
narT,0.006945742,8
undec1A,0.009025756,1
sigF,0.006700172,13
yhhS_2,0.010243561,8
gltA_2,0.011165412,1
alkA,0.009208545,7
bcr_2,0.005858514,8
iolS_3,0.015391503,7
opuD,0.004312596,8
dcuS_2,0.009429887,11
sumT,0.009540847,1
